Sector - Reduction Level,Emissions (MMTCO2e)
Stationary Combustion - Industrial fuel - R1_73_R2_81,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_81,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_81,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_81,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_81,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_84,0.38908809987035664
Mobile Combustion - Motorcycle - R1_73_R2_84,0.013856965534905823
Mobile Combustion - Trucks - R1_73_R2_84,0.6767591034392144
Mobile Combustion - Buses - R1_73_R2_84,0.007651770392341627
Electricity Consumption - Residential Electricity - R1_73_R2_84,0.23145171739429055
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_84,0.26580555049181914
Stationary Combustion - Residential fuel oil - R1_73_R2_84,0.2874012600909229
Stationary Combustion - Residential natural gas - R1_73_R2_84,0.20420615848565576
Stationary Combustion - Residential propane - R1_73_R2_84,0.022689573165072863
Stationary Combustion - Commercial fuel - R1_73_R2_84,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_84,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_84,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_84,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_84,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_84,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_53,0.6207159807432033
Mobile Combustion - Motorcycle - R1_73_R2_53,0.022106150136665066
Mobile Combustion - Trucks - R1_73_R2_53,1.0796402942113397
Mobile Combustion - Buses - R1_73_R2_53,0.012206942759459074
Electricity Consumption - Residential Electricity - R1_73_R2_53,0.36923714656131845
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_53,0.4240421462786727
Stationary Combustion - Residential fuel oil - R1_73_R2_53,0.45849398910840605
Stationary Combustion - Residential natural gas - R1_73_R2_53,0.32577204489281486
Stationary Combustion - Residential propane - R1_73_R2_53,0.03619689387697943
Stationary Combustion - Commercial fuel - R1_73_R2_53,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_53,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_53,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_53,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_53,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_53,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_70,0.49364370112260536
Mobile Combustion - Motorcycle - R1_73_R2_70,0.01758060386647266
Mobile Combustion - Trucks - R1_73_R2_70,0.8586175436911692
Mobile Combustion - Buses - R1_73_R2_70,0.009707951124371223
Electricity Consumption - Residential Electricity - R1_73_R2_70,0.2936473319121564
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_70,0.33723271353565726
Stationary Combustion - Residential fuel oil - R1_73_R2_70,0.3646316137292706
Stationary Combustion - Residential natural gas - R1_73_R2_70,0.25908035712342914
Stationary Combustion - Residential propane - R1_73_R2_70,0.028786706347047678
Stationary Combustion - Commercial fuel - R1_73_R2_70,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_70,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_70,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_70,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_70,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_70,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_67,0.5169078026024415
Mobile Combustion - Motorcycle - R1_73_R2_67,0.018409130497109925
Mobile Combustion - Trucks - R1_73_R2_67,0.8990818818836216
Mobile Combustion - Buses - R1_73_R2_67,0.010165460780840168
Electricity Consumption - Residential Electricity - R1_73_R2_67,0.3074861417933562
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_67,0.353125585362387
Stationary Combustion - Residential fuel oil - R1_73_R2_67,0.3818157221160751
Stationary Combustion - Residential natural gas - R1_73_R2_67,0.2712901183456323
Stationary Combustion - Residential propane - R1_73_R2_67,0.030143346482848034
Stationary Combustion - Commercial fuel - R1_73_R2_67,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_67,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_67,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_67,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_67,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_67,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_65,0.5286809561901138
Mobile Combustion - Motorcycle - R1_73_R2_65,0.018828419042701234
Mobile Combustion - Trucks - R1_73_R2_65,0.9195594777527835
Mobile Combustion - Buses - R1_73_R2_65,0.010396990524557998
Electricity Consumption - Residential Electricity - R1_73_R2_65,0.31448948272802224
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_65,0.3611684156916586
Stationary Combustion - Residential fuel oil - R1_73_R2_65,0.390512002412153
Stationary Combustion - Residential natural gas - R1_73_R2_65,0.27746905434547714
Stationary Combustion - Residential propane - R1_73_R2_65,0.030829894927275236
Stationary Combustion - Commercial fuel - R1_73_R2_65,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_65,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_65,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_65,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_65,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_65,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_66,0.5207548806972926
Mobile Combustion - Motorcycle - R1_73_R2_66,0.018546140157873658
Mobile Combustion - Trucks - R1_73_R2_66,0.905773284481644
Mobile Combustion - Buses - R1_73_R2_66,0.010241117060929474
Electricity Consumption - Residential Electricity - R1_73_R2_66,0.30977460251035044
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_66,0.3557537169118423
Stationary Combustion - Residential fuel oil - R1_73_R2_66,0.38465737955174784
Stationary Combustion - Residential natural gas - R1_73_R2_66,0.2733091907341367
Stationary Combustion - Residential propane - R1_73_R2_66,0.030367687859348513
Stationary Combustion - Commercial fuel - R1_73_R2_66,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_66,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_66,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_66,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_66,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_66,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_64,0.5385911425938817
Mobile Combustion - Motorcycle - R1_73_R2_64,0.019181359961447556
Mobile Combustion - Trucks - R1_73_R2_64,0.936796727794006
Mobile Combustion - Buses - R1_73_R2_64,0.010591883328866854
Electricity Consumption - Residential Electricity - R1_73_R2_64,0.3203846248914909
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_64,0.3679385599171124
Stationary Combustion - Residential fuel oil - R1_73_R2_64,0.39783219560523153
Stationary Combustion - Residential natural gas - R1_73_R2_64,0.28267024424582243
Stationary Combustion - Residential propane - R1_73_R2_64,0.031407804916202486
Stationary Combustion - Commercial fuel - R1_73_R2_64,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_64,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_64,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_64,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_64,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_64,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_59,0.578760328918943
Mobile Combustion - Motorcycle - R1_73_R2_59,0.020611943499358507
Mobile Combustion - Trucks - R1_73_R2_59,1.006664869565212
Mobile Combustion - Buses - R1_73_R2_59,0.011381846811967395
Electricity Consumption - Residential Electricity - R1_73_R2_59,0.3442795401159979
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_59,0.39538014111041786
Stationary Combustion - Residential fuel oil - R1_73_R2_59,0.42750330292127725
Stationary Combustion - Residential natural gas - R1_73_R2_59,0.30375234681248653
Stationary Combustion - Residential propane - R1_73_R2_59,0.03375026075694294
Stationary Combustion - Commercial fuel - R1_73_R2_59,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_59,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_59,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_59,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_59,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_59,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_79,0.42717987302542737
Mobile Combustion - Motorcycle - R1_73_R2_79,0.015213564176573713
Mobile Combustion - Trucks - R1_73_R2_79,0.7430139034637464
Mobile Combustion - Buses - R1_73_R2_79,0.008400879661211277
Electricity Consumption - Residential Electricity - R1_73_R2_79,0.2541108691860633
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_79,0.2918279467976088
Stationary Combustion - Residential fuel oil - R1_73_R2_79,0.31553787904049413
Stationary Combustion - Residential natural gas - R1_73_R2_79,0.22419796668666692
Stationary Combustion - Residential propane - R1_73_R2_79,0.02491088518740743
Stationary Combustion - Commercial fuel - R1_73_R2_79,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_79,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_79,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_79,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_79,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_79,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_92,0.32378520389244947
Mobile Combustion - Motorcycle - R1_73_R2_92,0.011531271227634771
Mobile Combustion - Trucks - R1_73_R2_92,0.5631747266651157
Mobile Combustion - Buses - R1_73_R2_92,0.00636752971228894
Electricity Consumption - Residential Electricity - R1_73_R2_92,0.19260584307959572
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_92,0.22119387457600165
Stationary Combustion - Residential fuel oil - R1_73_R2_92,0.2391650518956827
Stationary Combustion - Residential natural gas - R1_73_R2_92,0.16993306318903767
Stationary Combustion - Residential propane - R1_73_R2_92,0.01888145146544863
Stationary Combustion - Commercial fuel - R1_73_R2_92,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_92,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_92,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_92,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_92,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_92,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_74,0.4660516669351227
Mobile Combustion - Motorcycle - R1_73_R2_74,0.016597942441203457
Mobile Combustion - Trucks - R1_73_R2_74,0.8106254300156113
Mobile Combustion - Buses - R1_73_R2_74,0.009165328745710436
Electricity Consumption - Residential Electricity - R1_73_R2_74,0.2772340216587132
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_74,0.31838321431212235
Stationary Combustion - Residential fuel oil - R1_73_R2_74,0.34425066299704155
Stationary Combustion - Residential natural gas - R1_73_R2_74,0.24459915528737164
Stationary Combustion - Residential propane - R1_73_R2_74,0.027177683920819068
Stationary Combustion - Commercial fuel - R1_73_R2_74,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_74,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_74,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_74,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_74,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_74,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_55,0.6046773974045162
Mobile Combustion - Motorcycle - R1_73_R2_55,0.021534952773839128
Mobile Combustion - Trucks - R1_73_R2_55,1.0517436371705777
Mobile Combustion - Buses - R1_73_R2_55,0.011891529470882628
Electricity Consumption - Residential Electricity - R1_73_R2_55,0.35969648556565326
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_55,0.413085387449839
Stationary Combustion - Residential fuel oil - R1_73_R2_55,0.44664703449029297
Stationary Combustion - Residential natural gas - R1_73_R2_55,0.31735447187468185
Stationary Combustion - Residential propane - R1_73_R2_55,0.03526160798607576
Stationary Combustion - Commercial fuel - R1_73_R2_55,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_55,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_55,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_55,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_55,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_55,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_54,0.6128373272075054
Mobile Combustion - Motorcycle - R1_73_R2_54,0.021825560135218077
Mobile Combustion - Trucks - R1_73_R2_54,1.0659365841649424
Mobile Combustion - Buses - R1_73_R2_54,0.012052001891629763
Electricity Consumption - Residential Electricity - R1_73_R2_54,0.36455047561918613
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_54,0.41865984381070137
Stationary Combustion - Residential fuel oil - R1_73_R2_54,0.4526743946393543
Stationary Combustion - Residential natural gas - R1_73_R2_54,0.3216370698753307
Stationary Combustion - Residential propane - R1_73_R2_54,0.035737452208370074
Stationary Combustion - Commercial fuel - R1_73_R2_54,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_54,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_54,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_54,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_54,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_54,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_60,0.5724868447494829
Mobile Combustion - Motorcycle - R1_73_R2_60,0.02038851992524007
Mobile Combustion - Trucks - R1_73_R2_60,0.9957531055627183
Mobile Combustion - Buses - R1_73_R2_60,0.01125847305563639
Electricity Consumption - Residential Electricity - R1_73_R2_60,0.34054771515000365
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_60,0.3910944101571436
Stationary Combustion - Residential fuel oil - R1_73_R2_60,0.4228693723125949
Stationary Combustion - Residential natural gas - R1_73_R2_60,0.30045981716947534
Stationary Combustion - Residential propane - R1_73_R2_60,0.0333844241299417
Stationary Combustion - Commercial fuel - R1_73_R2_60,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_60,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_60,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_60,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_60,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_60,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_83,0.39172310407533806
Mobile Combustion - Motorcycle - R1_73_R2_83,0.013950808452396553
Mobile Combustion - Trucks - R1_73_R2_83,0.6813422893138683
Mobile Combustion - Buses - R1_73_R2_83,0.007703590140018543
Electricity Consumption - Residential Electricity - R1_73_R2_83,0.23301916766785924
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_83,0.2676056537164789
Stationary Combustion - Residential fuel oil - R1_73_R2_83,0.28934761498871825
Stationary Combustion - Residential natural gas - R1_73_R2_83,0.2055890948604051
Stationary Combustion - Residential propane - R1_73_R2_83,0.022843232762267233
Stationary Combustion - Commercial fuel - R1_73_R2_83,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_83,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_83,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_83,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_83,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_83,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_89,0.3505579099615005
Mobile Combustion - Motorcycle - R1_73_R2_89,0.01248475313931137
Mobile Combustion - Trucks - R1_73_R2_89,0.609741744679724
Mobile Combustion - Buses - R1_73_R2_89,0.0068940392603586125
Electricity Consumption - Residential Electricity - R1_73_R2_89,0.20853177039795645
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_89,0.23948364976370567
Stationary Combustion - Residential fuel oil - R1_73_R2_89,0.2589408031017796
Stationary Combustion - Residential natural gas - R1_73_R2_89,0.18398425483547493
Stationary Combustion - Residential propane - R1_73_R2_89,0.02044269498171944
Stationary Combustion - Commercial fuel - R1_73_R2_89,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_89,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_89,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_89,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_89,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_89,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_58,0.5818812069417418
Mobile Combustion - Motorcycle - R1_73_R2_58,0.02072309030445221
Mobile Combustion - Trucks - R1_73_R2_58,1.0120931584626525
Mobile Combustion - Buses - R1_73_R2_58,0.011443221708966092
Electricity Consumption - Residential Electricity - R1_73_R2_58,0.3461360157532522
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_58,0.3975121690525325
Stationary Combustion - Residential fuel oil - R1_73_R2_58,0.42980855018183683
Stationary Combustion - Residential natural gas - R1_73_R2_58,0.3053902856555156
Stationary Combustion - Residential propane - R1_73_R2_58,0.03393225396172396
Stationary Combustion - Commercial fuel - R1_73_R2_58,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_58,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_58,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_58,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_58,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_58,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_85,0.3759718847228183
Mobile Combustion - Motorcycle - R1_73_R2_85,0.013389845257240154
Mobile Combustion - Trucks - R1_73_R2_85,0.6539454578748254
Mobile Combustion - Buses - R1_73_R2_85,0.007393828124873264
Electricity Consumption - Residential Electricity - R1_73_R2_85,0.22364944710480528
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_85,0.25684520760592205
Stationary Combustion - Residential fuel oil - R1_73_R2_85,0.27771292276505205
Stationary Combustion - Residential natural gas - R1_73_R2_85,0.19732233985937908
Stationary Combustion - Residential propane - R1_73_R2_85,0.0219247044288199
Stationary Combustion - Commercial fuel - R1_73_R2_85,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_85,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_85,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_85,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_85,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_85,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_62,0.5581355089165156
Mobile Combustion - Motorcycle - R1_73_R2_62,0.019877412116793735
Mobile Combustion - Trucks - R1_73_R2_62,0.970791156907105
Mobile Combustion - Buses - R1_73_R2_62,0.010976241019617194
Electricity Consumption - Residential Electricity - R1_73_R2_62,0.33201072487312483
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_62,0.38129029452717217
Stationary Combustion - Residential fuel oil - R1_73_R2_62,0.4122687088542236
Stationary Combustion - Residential natural gas - R1_73_R2_62,0.2929277668174747
Stationary Combustion - Residential propane - R1_73_R2_62,0.032547529646386075
Stationary Combustion - Commercial fuel - R1_73_R2_62,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_62,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_62,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_62,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_62,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_62,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_50,0.6477627029769708
Mobile Combustion - Motorcycle - R1_73_R2_50,0.0230693908473174
Mobile Combustion - Trucks - R1_73_R2_50,1.1266839213384425
Mobile Combustion - Buses - R1_73_R2_50,0.012738841083944422
Electricity Consumption - Residential Electricity - R1_73_R2_50,0.38532607426940735
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_50,0.4425191156199127
Stationary Combustion - Residential fuel oil - R1_73_R2_50,0.4784721432948333
Stationary Combustion - Residential natural gas - R1_73_R2_50,0.339967049183171
Stationary Combustion - Residential propane - R1_73_R2_50,0.03777411657590789
Stationary Combustion - Commercial fuel - R1_73_R2_50,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_50,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_50,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_50,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_50,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_50,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_86,0.3698707267637885
Mobile Combustion - Motorcycle - R1_73_R2_86,0.013172558900783962
Mobile Combustion - Trucks - R1_73_R2_86,0.6433334288981751
Mobile Combustion - Buses - R1_73_R2_86,0.007273843319772674
Electricity Consumption - Residential Electricity - R1_73_R2_86,0.2200201315637188
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_86,0.25267720130997573
Stationary Combustion - Residential fuel oil - R1_73_R2_86,0.27320628150302634
Stationary Combustion - Residential natural gas - R1_73_R2_86,0.19412025264688715
Stationary Combustion - Residential propane - R1_73_R2_86,0.02156891696076524
Stationary Combustion - Commercial fuel - R1_73_R2_86,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_86,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_86,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_86,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_86,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_86,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_90,0.3449733657227352
Mobile Combustion - Motorcycle - R1_73_R2_90,0.01228586543991755
Mobile Combustion - Trucks - R1_73_R2_90,0.6000282860738126
Mobile Combustion - Buses - R1_73_R2_90,0.006784214132642951
Electricity Consumption - Residential Electricity - R1_73_R2_90,0.2052097660617732
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_90,0.23566856815076115
Stationary Combustion - Residential fuel oil - R1_73_R2_90,0.25481576033694187
Stationary Combustion - Residential natural gas - R1_73_R2_90,0.1810533033973008
Stationary Combustion - Residential propane - R1_73_R2_90,0.0201170337108112
Stationary Combustion - Commercial fuel - R1_73_R2_90,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_90,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_90,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_90,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_90,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_90,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_71,0.48273092083092717
Mobile Combustion - Motorcycle - R1_73_R2_71,0.017191956615523148
Mobile Combustion - Trucks - R1_73_R2_71,0.8396364352771981
Mobile Combustion - Buses - R1_73_R2_71,0.009493341401889822
Electricity Consumption - Residential Electricity - R1_73_R2_71,0.28715578991717616
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_71,0.32977764725685743
Stationary Combustion - Residential fuel oil - R1_73_R2_71,0.3565708511205742
Stationary Combustion - Residential natural gas - R1_73_R2_71,0.2533529731646185
Stationary Combustion - Residential propane - R1_73_R2_71,0.02815033035162428
Stationary Combustion - Commercial fuel - R1_73_R2_71,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_71,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_71,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_71,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_71,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_71,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_77,0.4395000046326668
Mobile Combustion - Motorcycle - R1_73_R2_77,0.01565233277197384
Mobile Combustion - Trucks - R1_73_R2_77,0.764442883747509
Mobile Combustion - Buses - R1_73_R2_77,0.00864316622380067
Electricity Consumption - Residential Electricity - R1_73_R2_77,0.26143958373675086
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_77,0.30024444518212656
Stationary Combustion - Residential fuel oil - R1_73_R2_77,0.3246381865276325
Stationary Combustion - Residential natural gas - R1_73_R2_77,0.23066397463805466
Stationary Combustion - Residential propane - R1_73_R2_77,0.025629330515339402
Stationary Combustion - Commercial fuel - R1_73_R2_77,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_77,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_77,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_77,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_77,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_77,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_57,0.5957341931490747
Mobile Combustion - Motorcycle - R1_73_R2_57,0.021216449912454867
Mobile Combustion - Trucks - R1_73_R2_57,1.0361883043402935
Mobile Combustion - Buses - R1_73_R2_57,0.011715653247587053
Electricity Consumption - Residential Electricity - R1_73_R2_57,0.35437655934683665
Electricity Consumption - Commercial&Industrial Electricity - R1_73_R2_57,0.4069758371164558
Stationary Combustion - Residential fuel oil - R1_73_R2_57,0.4400411059791903
Stationary Combustion - Residential natural gas - R1_73_R2_57,0.31266078582731943
Stationary Combustion - Residential propane - R1_73_R2_57,0.0347400873141466
Stationary Combustion - Commercial fuel - R1_73_R2_57,0.25156782539789635
Stationary Combustion - Industrial fuel - R1_73_R2_57,0.08894023237051751
Agriculture & Land management - Organic fertilizer - R1_73_R2_57,2.5890522030533504e-05
Agriculture & Land management - Synthetic fertilizer - R1_73_R2_57,0.007613984821769813
Agriculture & Land management - Manure fertilizer - R1_73_R2_57,2.274592421305979e-05
Wastewater treatment - Wastewater - R1_73_R2_57,0.024333197434553644
Mobile Combustion - Automobile - R1_73_R2_82,0.39921371379274084
Mobile Combustion - Motorcycle - R1_73_R2_82,0.014217578679304205
Mobile Combustion - Trucks - R1_73_R2_82,0.6943710566245409
Mobile Combustion - Buses - R1_73_R2_82,0.007850899774199869
Electricity Consumption - Residential Electricity - R1_73_R2_82,0.23747500809063476
